syn_id,id,name,preferred_name,parent_id,lname
2127,2439.0,sevoflurane,1.0,,sevoflurane
2128,2577.0,tegafur-uracil,1.0,,tegafur-uracil
2129,1834.0,monobenzone,1.0,,monobenzone
2130,3591.0,tetrahydrozoline,,,tetrahydrozoline
2131,1655.0,medetomidine,1.0,,medetomidine
2132,835.0,dexmedetomidine,1.0,,dexmedetomidine
2133,3110.0,clonitrate,1.0,,clonitrate
2134,3066.0,carbaryl,1.0,,carbaryl
2135,2621.0,thiabendazole,1.0,,thiabendazole
2136,3298.0,indanazoline,1.0,,indanazoline
2137,2476.0,spizofurone,1.0,,spizofurone
2138,153.0,amezinium methyl sulfate,,,amezinium methyl sulfate
2139,1366.0,hexamethonium,1.0,,hexamethonium
2141,64.0,acetylcarnitine,1.0,,acetylcarnitine
2142,1758.0,methsuximide,1.0,,methsuximide
2143,744.0,crotamiton,1.0,,crotamiton
2144,3485.0,potassium guaiacolsulfonate,,,potassium guaiacolsulfonate
2145,2780.0,tryptophan,1.0,,tryptophan
2147,1157.0,fenozolone,1.0,,fenozolone
2148,1088.0,ethotoin,1.0,,ethotoin
2149,2739.0,triethylenemelamine,,,triethylenemelamine
2150,1561.0,levamisole,1.0,,levamisole
2151,1073.0,ethambutol,1.0,,ethambutol
2153,2582.0,telmesteine,1.0,,telmesteine
2154,838.0,dexpanthenol,1.0,,dexpanthenol
2155,3621.0,trapidil,1.0,,trapidil
2156,2126.0,phenformin,1.0,,phenformin
2157,874.0,diethylpropion,1.0,,diethylpropion
2158,1098.0,etidronic acid,1.0,,etidronic acid
2159,3704.0,caroxazone,1.0,,caroxazone
2160,2125.0,pheneturide,1.0,,pheneturide
2161,3851.0,dexibuprofen,1.0,,dexibuprofen
2162,1407.0,ibuprofen,1.0,9.0,ibuprofen
2163,3819.0,pivalylbenzhydrazine,,,pivalylbenzhydrazine
2164,2999.0,pyrantel,1.0,,pyrantel
2165,1806.0,miglitol,1.0,,miglitol
2166,3602.0,thurfyl nicotinate,1.0,,thurfyl nicotinate
2167,2702.0,toloxatone,1.0,,toloxatone
2168,1346.0,guanoxan,1.0,,guanoxan
2169,1332.0,guabenxan,1.0,,guabenxan
2170,3690.0,butacetin,1.0,,butacetin
2171,636.0,ciclopirox,1.0,,ciclopirox
2172,3340.0,meobentine,1.0,,meobentine
2173,122.0,allobarbital,1.0,,allobarbital
2174,2166.0,pilocarpine,1.0,,pilocarpine
2175,304.0,bendazol,1.0,,bendazol
2176,1397.0,hydroxyphenamate,,,hydroxyphenamate
2177,2277.0,proflavine,1.0,,proflavine
2178,1814.0,minoxidil,1.0,,minoxidil
2179,1168.0,fepradinol,1.0,,fepradinol
2180,286.0,bamethan,1.0,,bamethan
2181,2558.0,talipexole,1.0,,talipexole
2182,2700.0,tolonidine,1.0,,tolonidine
2183,3433.0,phanquinone,1.0,,phanquinone
2184,232.0,aprobarbital,1.0,,aprobarbital
2185,3369.0,naphazoline,1.0,,naphazoline
2186,141.0,altretamine,1.0,,altretamine
2187,3464.0,phosphocreatine,1.0,,phosphocreatine
2188,1919.0,nicorandil,1.0,,nicorandil
2189,1762.0,methyldopa,1.0,,methyldopa
2190,1673.0,melevodopa,1.0,,melevodopa
2191,2856.0,zalcitabine,1.0,,zalcitabine
2192,1809.0,milrinone,1.0,,milrinone
2193,2388.0,r-isoprenaline,,,r-isoprenaline
2194,1753.0,methoxamine,1.0,,methoxamine
2195,1720.0,metaproterenol,,,metaproterenol
2196,1499.0,isoprenaline,1.0,,isoprenaline
2197,2808.0,varenicline,1.0,,varenicline
2198,2233.0,pramipexole,1.0,,pramipexole
2199,1664.0,mefenorex,1.0,,mefenorex
2200,2872.0,zonisamide,1.0,,zonisamide
2201,1141.0,felbinac,1.0,,felbinac
2202,335.0,benzyl benzoate,1.0,,benzyl benzoate
2203,449.0,butobarbitone,,,butobarbitone
2204,439.0,butabarbital,,,butabarbital
2205,106.0,albutoin,1.0,,albutoin
2206,971.0,droxidopa,1.0,,droxidopa
2207,3635.0,troxacitabine,1.0,,troxacitabine
2208,3201.0,kainic acid,1.0,,kainic acid
2209,3539.0,salicylanilide,1.0,,salicylanilide
2210,2120.0,phenazopyridine,1.0,,phenazopyridine
2211,1339.0,guanadrel,1.0,,guanadrel
2212,282.0,baclofen,1.0,,baclofen
2213,714.0,clorprenaline,1.0,,clorprenaline
2214,611.0,chloroxine,1.0,,chloroxine
2215,512.0,carmustine,1.0,,carmustine
2216,1941.0,niridazole,1.0,,niridazole
2217,3462.0,phenyl salicylate,1.0,,phenyl salicylate
2218,156.0,amifostine,1.0,,amifostine
2219,2497.0,sulfacetamide,1.0,,sulfacetamide
2220,2505.0,sulfaguanidine,1.0,,sulfaguanidine
2221,3848.0,velnacrine,1.0,,velnacrine
2222,2151.0,phenyramidol,,,phenyramidol
2223,901.0,dimenhydrinate,1.0,,dimenhydrinate
2224,695.0,clofibric acid,1.0,51.0,clofibric acid
2225,2116.0,phenaglycodol,1.0,,phenaglycodol
2226,1871.0,naftazone,1.0,,naftazone
2227,3976.0,kinetin,1.0,,kinetin
2228,2496.0,sulfacarbamide,1.0,,sulfacarbamide
2229,167.0,aminolevulinic acid hexyl ester,,,aminolevulinic acid hexyl ester
2230,3620.0,tramazoline,1.0,,tramazoline
2231,451.0,butoctamide,1.0,,butoctamide
2232,1146.0,fencamfamin,1.0,,fencamfamin
2233,2649.0,tiamenidine,1.0,,tiamenidine
2234,3021.0,bergapten,1.0,,bergapten
2235,381.0,bisorcic,1.0,,bisorcic
2236,1313.0,glutethimide,1.0,,glutethimide
2237,484.0,captopril,1.0,120.0,captopril
2238,4062.0,tinazoline,1.0,,tinazoline
2239,2283.0,prolintane,1.0,,prolintane
2240,1244.0,fosfosal,1.0,,fosfosal
2241,3541.0,salicylsulfuric acid,1.0,,salicylsulfuric acid
2242,3624.0,triacetin,1.0,,triacetin
2243,3815.0,phenylmethylbarbituric acid,,,phenylmethylbarbituric acid
2244,1704.0,meprobamate,1.0,,meprobamate
2245,2267.0,primidone,1.0,,primidone
2246,1695.0,mephenytoin,1.0,,mephenytoin
2247,3225.0,fenoxazoline,1.0,,fenoxazoline
2248,3638.0,uredepa,1.0,,uredepa
2249,2055.0,pantothenic acid,,,pantothenic acid
2250,221.0,aniracetam,1.0,,aniracetam
2251,1807.0,miglustat,1.0,,miglustat
2252,126.0,alminoprofen,1.0,,alminoprofen
2253,1997.0,ornidazole,1.0,,ornidazole
2254,4006.0,oxitriptan,1.0,,oxitriptan
2255,638.0,cicloxilic acid,,,cicloxilic acid
2256,1578.0,lidamidine,1.0,,lidamidine
2257,447.0,butibufen,1.0,,butibufen
2258,2265.0,prilocaine,1.0,,prilocaine
2259,1722.0,metaxalone,1.0,,metaxalone
2260,2117.0,phenamacide,1.0,,phenamacide
2261,1411.0,ibuproxam,1.0,,ibuproxam
2262,1119.0,exalamide,1.0,,exalamide
2263,2272.0,procarbazine,1.0,,procarbazine
2264,3767.0,mecloralurea,1.0,,mecloralurea
2265,591.0,chlorazanil,1.0,,chlorazanil
2266,3346.0,methiodal,1.0,,methiodal
2267,898.0,dimecrotic acid,1.0,,dimecrotic acid
2268,2130.0,phenindione,1.0,,phenindione
2269,1843.0,morinamide,1.0,,morinamide
2270,56.0,acetazolamide,1.0,,acetazolamide
2271,3793.0,nicametate,1.0,,nicametate
2272,3038.0,bromisovalum,,,bromisovalum
2273,1693.0,mephenoxalone,1.0,,mephenoxalone
2274,3047.0,bufexamac,1.0,,bufexamac
2275,2385.0,rimoterol,,,rimoterol
2276,1074.0,ethamivan,,,ethamivan
2277,578.0,cerulenin,1.0,,cerulenin
2278,413.0,bucetin,1.0,,bucetin
2279,1126.0,fadrozole,1.0,,fadrozole
2280,1897.0,neostigmine,1.0,,neostigmine
2281,3616.0,toliprolol,1.0,,toliprolol
2282,3606.0,tigloidine,1.0,,tigloidine
2283,414.0,bucillamine,1.0,,bucillamine
2284,3795.0,nifuradene,1.0,,nifuradene
2285,2478.0,stavudine,1.0,,stavudine
2286,1107.0,etofylline,1.0,52.0,etofylline
2287,3849.0,vinbarbital,1.0,,vinbarbital
2288,3448.0,enallylpropymal,1.0,,enallylpropymal
2289,3380.0,nifenalol,1.0,,nifenalol
2290,2829.0,vinylbital,1.0,,vinylbital
2291,2556.0,talbutal,1.0,,talbutal
2292,441.0,butalbital,1.0,,butalbital
2293,1136.0,febuprol,1.0,,febuprol
2294,1257.0,furazolidone,1.0,,furazolidone
2295,212.0,ancitabine,1.0,,ancitabine
2296,85.0,acyclovir,1.0,,acyclovir
2297,1692.0,mephenesin carbamate,1.0,,mephenesin carbamate
2298,3166.0,drometrizole,1.0,,drometrizole
2299,2598.0,terbutaline,1.0,,terbutaline
2300,2258.0,prenalterol,1.0,,prenalterol
2301,3316.0,lefetamine,1.0,,lefetamine
2303,226.0,anthralin,,,anthralin
2304,2322.0,proxibarbal,1.0,,proxibarbal
2305,496.0,carbidopa,1.0,,carbidopa
2306,1938.0,nimorazole,1.0,,nimorazole
2307,2095.0,pentobarbital,1.0,,pentobarbital
2308,184.0,amobarbital,1.0,,amobarbital
2309,1791.0,metyrapone,1.0,,metyrapone
2310,3773.0,methallatal,1.0,,methallatal
2311,745.0,crotetamide,1.0,,crotetamide
2312,2206.0,pirlindole,1.0,,pirlindole
2313,107.0,alclofenac,1.0,,alclofenac
2314,1952.0,nitroglycerin,,,nitroglycerin
2315,790.0,decitabine,1.0,,decitabine
2316,909.0,dimetofrine,1.0,,dimetofrine
2317,3736.0,diphenane,,,diphenane
2318,764.0,cyprodenate,1.0,,cyprodenate
2319,3043.0,buclosamide,1.0,,buclosamide
2320,2782.0,tulobuterol,1.0,,tulobuterol
2321,3095.0,chlorquinaldol,1.0,,chlorquinaldol
2322,2074.0,pemirolast,1.0,,pemirolast
2323,3450.0,guaiacol benzoate,1.0,,guaiacol benzoate
2324,3412.0,oxybenzone,1.0,,oxybenzone
2325,2759.0,trioxsalen,1.0,,trioxsalen
2326,2043.0,ozagrel,1.0,,ozagrel
2327,1863.0,nabumetone,1.0,,nabumetone
2328,1432.0,indalpine,1.0,,indalpine
2329,1158.0,fenpentadiol,1.0,,fenpentadiol
2330,3547.0,silver picrate,1.0,,silver picrate
2331,2143.0,phenyl aminosalicylate,,,phenyl aminosalicylate
2332,2000.0,osalmid,1.0,,osalmid
2333,3255.0,furonazide,1.0,,furonazide
2334,1539.0,lamivudine,1.0,,lamivudine
2335,3752.0,furfurylmethylamphetamine,,,furfurylmethylamphetamine
2336,2289.0,pronethalol,,,pronethalol
2337,2735.0,triclofos,1.0,,triclofos
2338,158.0,amiloride,1.0,,amiloride
2339,704.0,clonidine,1.0,,clonidine
2340,1883.0,naproxen,1.0,,naproxen
2341,2309.0,propyphenazone,1.0,,propyphenazone
2342,1406.0,ibudilast,1.0,,ibudilast
2343,854.0,diazoxide,1.0,,diazoxide
2344,3952.0,guanabenz,1.0,,guanabenz
2345,1735.0,methaniazide,1.0,,methaniazide
2346,1490.0,isocarboxazid,1.0,,isocarboxazid
2347,1150.0,fenfluramine,1.0,,fenfluramine
2348,832.0,dexfenfluramine,1.0,,dexfenfluramine
2349,1435.0,indeloxazine,1.0,,indeloxazine
2350,171.0,aminophenazone,1.0,,aminophenazone
2351,171.0,aminopyrine,,,aminopyrine
2352,3567.0,sulfathiourea,1.0,,sulfathiourea
2353,1039.0,eptazocine,1.0,,eptazocine
2354,3796.0,nifurprazine,1.0,,nifurprazine
2355,2134.0,phenobarbital,1.0,,phenobarbital
2356,1875.0,nalidixic acid,1.0,,nalidixic acid
2357,2691.0,todralazine,1.0,,todralazine
2358,1644.0,mebutamate,1.0,,mebutamate
2359,1828.0,mofebutazone,1.0,,mofebutazone
2360,1672.0,melatonin,1.0,,melatonin
2361,164.0,aminoglutethimide,1.0,,aminoglutethimide
2362,3512.0,pyrrocaine,1.0,,pyrrocaine
2363,3445.0,tymazoline,1.0,,tymazoline
2364,77.0,acitazanolast,1.0,,acitazanolast
2365,2492.0,sulbactam,1.0,,sulbactam
2366,3280.0,hopantenic acid,1.0,,hopantenic acid
2367,3319.0,levophacetoperane,,,levophacetoperane
2368,1767.0,methylphenidate,1.0,,methylphenidate
2369,836.0,dexmethylphenidate,1.0,,dexmethylphenidate
2370,1706.0,meptazinol,1.0,,meptazinol
2371,1596.0,lomustine,1.0,,lomustine
2373,2382.0,riluzole,1.0,,riluzole
2374,3723.0,cyclopentobarbital,1.0,,cyclopentobarbital
2375,1029.0,epirizole,1.0,,epirizole
2376,1746.0,methisazone,,,methisazone
2377,3364.0,monoctanoin,1.0,,monoctanoin
2378,2480.0,stiripentol,1.0,,stiripentol
2379,3393.0,octacaine,1.0,,octacaine
2380,1579.0,lidocaine,1.0,,lidocaine
2381,2467.0,sparteine,1.0,,sparteine
2382,2048.0,pamidronic acid,1.0,,pamidronic acid
2383,2569.0,taurosteine,1.0,,taurosteine
2384,3770.0,meprylcaine,1.0,,meprylcaine
2385,206.0,amylocaine,1.0,,amylocaine
2386,265.0,azapetine,1.0,,azapetine
2387,2270.0,procainamide,1.0,,procainamide
2388,3817.0,picilorex,1.0,,picilorex
2389,1505.0,r-isosorbide dinitrate,,,r-isosorbide dinitrate
2390,869.0,didanosine,1.0,,didanosine
2391,1369.0,hexobarbital,1.0,,hexobarbital
2392,750.0,cyclobarbital,1.0,,cyclobarbital
2393,489.0,carbamazepine,1.0,,carbamazepine
2394,1741.0,methazolamide,1.0,,methazolamide
2395,3665.0,allocupreide,,,allocupreide
2396,2862.0,zileuton,1.0,,zileuton
2397,3053.0,butethamine,1.0,,butethamine
2398,2271.0,procaine,1.0,,procaine
2399,1568.0,levodropropizine,1.0,,levodropropizine
2400,967.0,dropropizine,1.0,,dropropizine
2401,3701.0,carbocloral,1.0,,carbocloral
2402,3152.0,dimethicone,1.0,,dimethicone
2403,504.0,carbromal,1.0,,carbromal
2405,145.0,ambazone,1.0,,ambazone
2406,2820.0,viloxazine,1.0,,viloxazine
2407,3479.0,piroctone,1.0,,piroctone
2408,3741.0,etifelmin,,,etifelmin
2409,1523.0,ketamine,1.0,,ketamine
2410,3999.0,perflubutane,1.0,,perflubutane
2411,2662.0,tilbroquinol,1.0,,tilbroquinol
2412,1949.0,nitrofurantoin,1.0,,nitrofurantoin
2413,3534.0,rufinamide,1.0,,rufinamide
2414,3160.0,dipyrocetyl,1.0,,dipyrocetyl
2415,49.0,acephylline,,,acephylline
2416,649.0,cinametic acid,1.0,,cinametic acid
2417,1140.0,felbamate,1.0,,felbamate
2418,3497.0,protheobromine,1.0,,protheobromine
2419,2323.0,proxyphylline,1.0,,proxyphylline
2420,3792.0,nealbarbital,1.0,,nealbarbital
2421,2428.0,secobarbital,1.0,,secobarbital
2422,1958.0,nomifensine,1.0,,nomifensine
2423,1719.0,metapramine,1.0,,metapramine
2424,1182.0,flosequinan,1.0,,flosequinan
2425,1002.0,emorfazone,1.0,,emorfazone
2426,3981.0,levomoprolol,1.0,,levomoprolol
2427,1839.0,moprolol,1.0,,moprolol
2428,1575.0,levosalbutamol,1.0,,levosalbutamol
2429,1491.0,isoetharine,,,isoetharine
2430,105.0,salbutamol,1.0,,salbutamol
2431,105.0,albuterol,,,albuterol
2432,329.0,benzphetamine,1.0,,benzphetamine
2433,435.0,bupropion,1.0,,bupropion
2434,3125.0,danthron,,,danthron
2435,1194.0,fluindione,1.0,,fluindione
2436,3656.0,xenbucin,1.0,,xenbucin
2437,3840.0,tetrabarbital,1.0,,tetrabarbital
2439,2199.0,pirbuterol,1.0,,pirbuterol
2440,3681.0,benmoxine,,,benmoxine
2441,1429.0,imiquimod,1.0,,imiquimod
2442,421.0,budralazine,1.0,,budralazine
2443,3054.0,buthalital,1.0,,buthalital
2444,743.0,cropropamide,1.0,,cropropamide
2445,218.0,anethole trithione,1.0,,anethole trithione
2446,2096.0,pentolinium,,,pentolinium
2447,3601.0,thiram,1.0,,thiram
2448,1747.0,methocarbamol,1.0,,methocarbamol
2449,2418.0,salizid,,,salizid
2450,2612.0,tetrahydrobiopterin,,,tetrahydrobiopterin
2452,3176.0,enfenamic acid,1.0,,enfenamic acid
2453,1663.0,mefenamic acid,1.0,,mefenamic acid
2454,1856.0,moxonidine,1.0,,moxonidine
2455,3794.0,nidroxyzone,1.0,,nidroxyzone
2456,328.0,benzoyl peroxide,1.0,,benzoyl peroxide
2457,3359.0,mexenone,1.0,,mexenone
2458,1154.0,fenoprofen,1.0,,fenoprofen
2459,1498.0,isonixin,1.0,,isonixin
2460,2633.0,thiopental,1.0,,thiopental
2461,3570.0,sulfonethylmethane,,,sulfonethylmethane
2462,3163.0,dixanthogen,1.0,,dixanthogen
2463,694.0,clofibrate,1.0,,clofibrate
2464,1479.0,iproclozide,1.0,,iproclozide
2465,394.0,bretylium,1.0,,bretylium
2466,2203.0,piridoxilate,1.0,,piridoxilate
2467,770.0,cytarabine,1.0,134.0,cytarabine
2468,3582.0,taribavirin,1.0,,taribavirin
2469,1831.0,molsidomine,1.0,,molsidomine
2470,99.0,agomelatine,1.0,,agomelatine
2471,1251.0,frovatriptan,1.0,,frovatriptan
2472,2121.0,phencyclidine,1.0,,phencyclidine
2473,944.0,domiodol,1.0,,domiodol
2474,2373.0,ribavirin,1.0,,ribavirin
2475,3159.0,dioxybenzone,1.0,,dioxybenzone
2476,3810.0,phenallymal,1.0,,phenallymal
2477,1219.0,flurbiprofen,1.0,68.0,flurbiprofen
2478,2164.0,pidotimod,1.0,,pidotimod
2479,1109.0,etomidate,1.0,,etomidate
2480,373.0,biotin,1.0,,biotin
2481,155.0,amidephrine,,,amidephrine
2482,3343.0,mesulfen,1.0,,mesulfen
2483,3658.0,xylometazoline,1.0,,xylometazoline
2484,1487.0,isoaminile,1.0,,isoaminile
2485,690.0,clodronic acid,1.0,,clodronic acid
2486,229.0,apraclonidine,1.0,,apraclonidine
2487,3337.0,menadoxime,1.0,,menadoxime
2488,3517.0,ramifenazone,1.0,,ramifenazone
2489,2023.0,oxolamine,1.0,,oxolamine
2490,2173.0,pinacidil,1.0,,pinacidil
2491,3511.0,pyrovalerone,1.0,,pyrovalerone
2492,3297.0,inaperisone,1.0,,inaperisone
2493,847.0,dezocine,1.0,,dezocine
2494,614.0,chlorphenesin carbamate,1.0,,chlorphenesin carbamate
2495,1343.0,guanfacine,1.0,,guanfacine
2496,1184.0,floxuridine,1.0,,floxuridine
2497,958.0,doxifluridine,1.0,,doxifluridine
2498,3382.0,nifurpirinol,1.0,,nifurpirinol
2499,264.0,azanidazole,1.0,,azanidazole
2500,1696.0,mephobarbital,,,mephobarbital
2501,1615.0,loxoprofen,1.0,,loxoprofen
2502,1483.0,irofulven,1.0,,irofulven
2503,438.0,busulfan,1.0,,busulfan
2504,3418.0,parsalmide,1.0,,parsalmide
2505,3376.0,nefiracetam,1.0,,nefiracetam
2506,1808.0,milnacipran,1.0,,milnacipran
2507,1700.0,mepivacaine,1.0,,mepivacaine
2508,1345.0,guanoxabenz,1.0,,guanoxabenz
2509,3506.0,pyridoxal 5-phosphate,,,pyridoxal 5-phosphate
2510,1003.0,emtricitabine,1.0,,emtricitabine
2511,2671.0,tinidazole,1.0,,tinidazole
2512,3908.0,ciclonicate,1.0,,ciclonicate
2513,1690.0,meperidine,,,meperidine
2514,1690.0,pethidine,1.0,,pethidine
2515,1526.0,ketobemidone,1.0,,ketobemidone
2516,1436.0,indenolol,1.0,,indenolol
2517,3694.0,butidrine hydrochloride,,,butidrine hydrochloride
2518,2744.0,triflusal,1.0,,triflusal
2519,1946.0,nitrefazole,1.0,,nitrefazole
2520,72.0,acetylpheneturide,1.0,,acetylpheneturide
2521,1014.0,fenoximone,,,fenoximone
2522,1014.0,enoximone,1.0,,enoximone
2523,782.0,dapsone,1.0,,dapsone
2524,3477.0,piridocaine,1.0,,piridocaine
2525,2176.0,pindolol,1.0,,pindolol
2526,430.0,bunitrolol,1.0,,bunitrolol
2527,3633.0,trimecaine,1.0,,trimecaine
2528,2332.0,pyrimethamine,1.0,,pyrimethamine
2529,112.0,alendronic acid,1.0,,alendronic acid
2530,3101.0,cinchophen,1.0,,cinchophen
2531,2524.0,sulfapyridine,1.0,,sulfapyridine
2532,1041.0,erdosteine,1.0,,erdosteine
2533,1027.0,epinastine,1.0,,epinastine
2534,3986.0,mabuprofen,1.0,,mabuprofen
2535,3713.0,ciramadol,1.0,,ciramadol
2536,137.0,alprenolol,1.0,,alprenolol
2537,324.0,benzoctamine,1.0,,benzoctamine
2538,880.0,diflunisal,1.0,,diflunisal
2539,1724.0,metesculetol,1.0,,metesculetol
2540,1987.0,olprinone,1.0,,olprinone
2541,2500.0,sulfadiazine,1.0,,sulfadiazine
2542,1360.0,heptabarbital,,,heptabarbital
2543,1739.0,methaqualone,1.0,,methaqualone
2544,3693.0,butazolamide,1.0,,butazolamide
2545,1285.0,gemfibrozil,1.0,,gemfibrozil
2546,3789.0,naepaine,1.0,,naepaine
2547,2392.0,rivastigmine,1.0,,rivastigmine
2548,196.0,amphetaminil,,,amphetaminil
2549,117.0,alibendol,1.0,,alibendol
2550,3731.0,dimethazan,1.0,,dimethazan
2551,4032.0,rimazolium metilsulfate,,,rimazolium metilsulfate
2552,3657.0,xibenolol,1.0,,xibenolol
2553,772.0,cyverine,1.0,,cyverine
2554,2213.0,pirprofen,1.0,,pirprofen
2555,2795.0,uracil mustard,1.0,,uracil mustard
2556,222.0,anisindione,1.0,,anisindione
2557,2152.0,phenytoin,1.0,,phenytoin
2558,2017.0,oxcarbazepine,1.0,,oxcarbazepine
2559,645.0,cimetidine,1.0,,cimetidine
2560,3712.0,cioteronel,1.0,,cioteronel
2561,405.0,bromoform,1.0,,bromoform
2562,2329.0,pyricarbate,1.0,,pyricarbate
2563,2079.0,penciclovir,1.0,,penciclovir
2564,2728.0,triamterene,1.0,,triamterene
2565,3664.0,actinoquinol,1.0,,actinoquinol
2566,2514.0,sulfamethoxazole,1.0,,sulfamethoxazole
2567,3194.0,ethacridine,1.0,,ethacridine
2568,3847.0,vanitiolide,1.0,,vanitiolide
2569,1891.0,nefopam,1.0,,nefopam
2570,3756.0,hydramitrazine,,,hydramitrazine
2571,3618.0,tolpropamine,1.0,,tolpropamine
2572,2683.0,tizanidine,1.0,,tizanidine
2573,2282.0,proguanil,1.0,,proguanil
2574,3728.0,dichlorophenarsine,1.0,,dichlorophenarsine
2575,1458.0,iodothiouracil,1.0,,iodothiouracil
2576,3102.0,cinromide,1.0,,cinromide
2577,976.0,dyphylline,,,dyphylline
2578,976.0,diprophylline,1.0,,diprophylline
2579,1528.0,ketoprofen,1.0,,ketoprofen
2580,1145.0,fenbufen,1.0,,fenbufen
2581,1803.0,midodrine,1.0,,midodrine
2582,1899.0,nepafenac,1.0,,nepafenac
2583,3560.0,sulfadicramide,1.0,,sulfadicramide
2584,2626.0,thiamylal,1.0,,thiamylal
2585,3884.0,bucricaine,1.0,,bucricaine
2586,3691.0,butanilicaine,1.0,,butanilicaine
2587,1277.0,ganciclovir,1.0,,ganciclovir
2588,2238.0,pranoprofen,1.0,,pranoprofen
2589,1529.0,ketorolac,1.0,,ketorolac
2591,2594.0,tenonitrozole,1.0,,tenonitrozole
2592,3706.0,cetoxime,1.0,,cetoxime
2593,3358.0,metralindole,1.0,,metralindole
2594,2527.0,sulfathiazole,1.0,,sulfathiazole
2595,2692.0,tofenacin,1.0,,tofenacin
2596,2150.0,phenyltoloxamine,1.0,,phenyltoloxamine
2597,916.0,diphenhydramine,1.0,,diphenhydramine
2598,256.0,atomoxetine,1.0,,atomoxetine
2599,2762.0,tripelennamine,1.0,,tripelennamine
2600,900.0,dimemorfan,1.0,,dimemorfan
2601,697.0,cloforex,1.0,,cloforex
2602,686.0,clobutinol,1.0,,clobutinol
2603,209.0,anagrelide,1.0,,anagrelide
2604,1540.0,lamotrigine,1.0,,lamotrigine
2605,1484.0,irsogladine,1.0,,irsogladine
2606,3443.0,phenyl acetylsalicylate,1.0,,phenyl acetylsalicylate
2607,3173.0,edoxudine,1.0,,edoxudine
2608,3813.0,phenosulfazole,1.0,,phenosulfazole
2609,3739.0,ethoxazene,,,ethoxazene
2610,3811.0,phenbutamide,1.0,,phenbutamide
2611,982.0,echothiophate,1.0,,echothiophate
2612,340.0,bephenium,1.0,,bephenium
2613,3111.0,clorindione,1.0,,clorindione
2614,3091.0,chlormidazole,1.0,,chlormidazole
2615,3513.0,pyrrolnitrin,1.0,,pyrrolnitrin
2616,314.0,benserazide,1.0,,benserazide
2617,511.0,carmofur,1.0,,carmofur
2618,2699.0,tolmetin,1.0,,tolmetin
2619,1079.0,ethebenecid,,,ethebenecid
2620,1656.0,medifoxamine,1.0,,medifoxamine
2621,1574.0,levorphanol,1.0,,levorphanol
2622,1574.0,racemorphan,,,racemorphan
2623,1787.0,metrifonate,1.0,,metrifonate
2624,1651.0,meclofenoxate,1.0,,meclofenoxate
2625,45.0,aceglatone,1.0,,aceglatone
2626,2420.0,salsalate,1.0,,salsalate
2627,627.0,choline alfoscerate,1.0,,choline alfoscerate
2628,2616.0,thalidomide,1.0,,thalidomide
2629,37.0,acadesine,1.0,,acadesine
2630,3338.0,menbutone,1.0,,menbutone
2631,3816.0,phethenylate,1.0,,phethenylate
2632,1089.0,ethoxzolamide,1.0,,ethoxzolamide
2633,2851.0,xibornol,1.0,,xibornol
2634,789.0,decamethonium,1.0,,decamethonium
2635,3106.0,clobenfurol,,,clobenfurol
2636,2047.0,pamabrom,1.0,,pamabrom
2637,1593.0,lofexidine,1.0,,lofexidine
2638,3363.0,mizoribine,1.0,,mizoribine
2639,3317.0,lenalidomide,1.0,,lenalidomide
2640,3120.0,cyclobendazole,,,cyclobendazole
2641,2355.0,ramelteon,1.0,,ramelteon
2642,2303.0,propranolol,1.0,,propranolol
2644,2266.0,primaquine,1.0,,primaquine
2645,1022.0,eperisone,1.0,,eperisone
2646,275.0,azintamide,1.0,,azintamide
2647,684.0,clobenzorex,1.0,,clobenzorex
2648,3065.0,carbarsone,1.0,,carbarsone
2649,3265.0,alpha-glucose-1-phosphate,,,alpha-glucose-1-phosphate
2650,3313.0,khellin,1.0,,khellin
2651,3605.0,tiazofurin,,,tiazofurin
2652,3436.0,phenetharbital,,,phenetharbital
2653,1866.0,nadoxolol,1.0,,nadoxolol
2654,2652.0,tiaprofenic acid,1.0,,tiaprofenic acid
2655,2546.0,suprofen,1.0,,suprofen
2656,509.0,carisoprodol,1.0,,carisoprodol
2657,1163.0,fenspiride,1.0,,fenspiride
2658,1430.0,imolamine,1.0,,imolamine
2659,2402.0,ropinirole,1.0,,ropinirole
2660,2032.0,oxymetazoline,1.0,,oxymetazoline
2661,1737.0,methaphenilene,1.0,,methaphenilene
2662,1421.0,ifosfamide,1.0,,ifosfamide
2663,758.0,cyclophosphamide,1.0,,cyclophosphamide
2664,2024.0,oxolinic acid,1.0,,oxolinic acid
2665,1197.0,flumequine,1.0,,flumequine
2666,322.0,benznidazole,1.0,,benznidazole
2667,3215.0,etoxadrol,1.0,,etoxadrol
2668,1373.0,hexylcaine,1.0,,hexylcaine
2669,1085.0,ethoheptazine,1.0,,ethoheptazine
2670,424.0,bufuralol,1.0,,bufuralol
2671,132.0,alphaprodine,1.0,,alphaprodine
2672,2438.0,setiptiline,1.0,,setiptiline
2673,2129.0,phenindamine,1.0,,phenindamine
2674,1738.0,methapyrilene,1.0,,methapyrilene
2675,3672.0,amixetrine,1.0,,amixetrine
2676,2698.0,tolfenamic acid,1.0,,tolfenamic acid
2677,634.0,cicletanine,1.0,,cicletanine
2678,657.0,cinoxacin,1.0,,cinoxacin
2679,3213.0,etoglucid,1.0,,etoglucid
2680,3824.0,reposal,1.0,,reposal
2681,1748.0,methohexital,1.0,,methohexital
